MATCH_ID,SEASON,DATE_TIME,YEAR,HOME_TEAM,AWAY_TEAM,STADIUM,Cities,HOME_TEAM_SCORE,AWAY_TEAM_SCORE,Winner,PENALTY_SHOOT_OUT,ATTENDANCE,-22,-21,-20,-19,-18,-17,-16
mt151,2020-2021,21-OCT-20 08.00.00.000000000 PM,2020,Olympiakos Piraeus,Olympique Marseille,Georgios Karaiskakis,Piräus,1,0,Home,0,0,0,0,1,0,0,0,0
mt152,2020-2021,27-OCT-20 08.00.00.000000000 PM,2020,FC Porto,Olympiakos Piraeus,Estádio do Dragão,Porto,2,0,Home,0,2450,0,0,1,0,0,0,0
mt153,2020-2021,27-OCT-20 08.00.00.000000000 PM,2020,Olympique Marseille,Manchester City,Vélodrome,Marseille,0,3,Away,0,0,0,0,1,0,0,0,0
mt154,2020-2021,03-NOV-20 08.00.00.000000000 PM,2020,FC Porto,Olympique Marseille,Estádio do Dragão,Porto,3,0,Home,0,0,0,0,1,0,0,0,0
mt155,2020-2021,03-NOV-20 08.00.00.000000000 PM,2020,Manchester City,Olympiakos Piraeus,Etihad Stadium,Manchester,3,0,Home,0,0,0,0,1,0,0,0,0
mt156,2020-2021,25-NOV-20 05.55.00.000000000 PM,2020,Olympiakos Piraeus,Manchester City,Georgios Karaiskakis,Piräus,0,1,Away,0,0,0,0,1,0,0,0,0
mt157,2020-2021,25-NOV-20 08.00.00.000000000 PM,2020,Olympique Marseille,FC Porto,Vélodrome,Marseille,0,2,Away,0,0,0,0,1,0,0,0,0
mt158,2020-2021,01-DEC-20 08.00.00.000000000 PM,2020,FC Porto,Manchester City,Estádio do Dragão,Porto,0,0,Draw,0,0,0,0,1,0,0,0,0
mt159,2020-2021,01-DEC-20 08.00.00.000000000 PM,2020,Olympique Marseille,Olympiakos Piraeus,Vélodrome,Marseille,2,1,Home,0,0,0,0,1,0,0,0,0
mt160,2020-2021,09-DEC-20 08.00.00.000000000 PM,2020,Manchester City,Olympique Marseille,Etihad Stadium,Manchester,3,0,Home,0,1,0,0,1,0,0,0,0
mt161,2020-2021,09-DEC-20 08.00.00.000000000 PM,2020,Olympiakos Piraeus,FC Porto,Georgios Karaiskakis,Piräus,0,2,Away,0,0,0,0,1,0,0,0,0
mt162,2020-2021,21-OCT-20 08.00.00.000000000 PM,2020,AFC Ajax,Liverpool FC,Johan Cruijff ArenA,Amsterdam,0,1,Away,0,0,0,0,1,0,0,0,0
mt163,2020-2021,21-OCT-20 08.00.00.000000000 PM,2020,FC Midtjylland,Atalanta,MCH Arena,Herning,0,4,Away,0,132,0,0,1,0,0,0,0
mt164,2020-2021,27-OCT-20 08.00.00.000000000 PM,2020,Atalanta,AFC Ajax,Gewiss Stadium,Bergamo,2,2,Draw,0,0,0,0,1,0,0,0,0
mt165,2020-2021,27-OCT-20 08.00.00.000000000 PM,2020,Liverpool FC,FC Midtjylland,Anfield,Liverpool,2,0,Home,0,0,0,0,1,0,0,0,0
mt166,2020-2021,03-NOV-20 08.00.00.000000000 PM,2020,Atalanta,Liverpool FC,Gewiss Stadium,Bergamo,0,5,Away,0,0,0,0,1,0,0,0,0
mt167,2020-2021,03-NOV-20 08.00.00.000000000 PM,2020,FC Midtjylland,AFC Ajax,MCH Arena,Herning,1,2,Away,0,132,0,0,1,0,0,0,0
mt168,2020-2021,25-NOV-20 08.00.00.000000000 PM,2020,AFC Ajax,FC Midtjylland,Johan Cruijff ArenA,Amsterdam,3,1,Home,0,0,0,0,1,0,0,0,0
mt169,2020-2021,25-NOV-20 08.00.00.000000000 PM,2020,Liverpool FC,Atalanta,Anfield,Liverpool,0,2,Away,0,0,0,0,1,0,0,0,0
mt170,2020-2021,01-DEC-20 08.00.00.000000000 PM,2020,Atalanta,FC Midtjylland,Gewiss Stadium,Bergamo,1,1,Draw,0,0,0,0,1,0,0,0,0
mt171,2020-2021,01-DEC-20 08.00.00.000000000 PM,2020,Liverpool FC,AFC Ajax,Anfield,Liverpool,1,0,Home,0,0,0,0,1,0,0,0,0
mt172,2020-2021,09-DEC-20 05.55.00.000000000 PM,2020,AFC Ajax,Atalanta,Johan Cruijff ArenA,Amsterdam,0,1,Away,0,0,0,0,1,0,0,0,0
mt173,2020-2021,09-DEC-20 05.55.00.000000000 PM,2020,FC Midtjylland,Liverpool FC,MCH Arena,Herning,1,1,Draw,0,0,0,0,1,0,0,0,0
mt174,2020-2021,20-OCT-20 08.00.00.000000000 PM,2020,Chelsea FC,Sevilla FC,Stamford Bridge,London,0,0,Draw,0,0,0,0,1,0,0,0,0
mt175,2020-2021,20-OCT-20 08.00.00.000000000 PM,2020,Stade Rennes,FK Krasnodar,Roazhon Park,Rennes,1,1,Draw,0,4973,0,0,1,0,0,0,0
mt176,2020-2021,28-OCT-20 05.55.00.000000000 PM,2020,FK Krasnodar,Chelsea FC,Krasnodar Stadium,Krasnodar,0,4,Away,0,10544,0,0,1,0,0,0,0
mt177,2020-2021,28-OCT-20 08.00.00.000000000 PM,2020,Sevilla FC,Stade Rennes,Ramón Sánchez Pizjuán,Sevilla,1,0,Home,0,0,0,0,1,0,0,0,0
mt178,2020-2021,04-NOV-20 08.00.00.000000000 PM,2020,Chelsea FC,Stade Rennes,Stamford Bridge,London,3,0,Home,0,0,0,0,1,0,0,0,0
mt179,2020-2021,04-NOV-20 08.00.00.000000000 PM,2020,Sevilla FC,FK Krasnodar,Ramón Sánchez Pizjuán,Sevilla,3,2,Home,0,1,0,0,1,0,0,0,0
mt180,2020-2021,24-NOV-20 05.55.00.000000000 PM,2020,Stade Rennes,Chelsea FC,Roazhon Park,Rennes,1,2,Away,0,0,0,0,1,0,0,0,0
mt181,2020-2021,24-NOV-20 05.55.00.000000000 PM,2020,FK Krasnodar,Sevilla FC,Krasnodar Stadium,Krasnodar,1,2,Away,0,10554,0,0,1,0,0,0,0
mt182,2020-2021,02-DEC-20 05.55.00.000000000 PM,2020,FK Krasnodar,Stade Rennes,Krasnodar Stadium,Krasnodar,1,0,Home,0,8747,0,0,1,0,0,0,0
mt183,2020-2021,02-DEC-20 08.00.00.000000000 PM,2020,Sevilla FC,Chelsea FC,Ramón Sánchez Pizjuán,Sevilla,0,4,Away,0,0,0,0,1,0,0,0,0
mt184,2020-2021,08-DEC-20 08.00.00.000000000 PM,2020,Chelsea FC,FK Krasnodar,Stamford Bridge,London,1,1,Draw,0,2000,0,0,1,0,0,0,0
mt185,2020-2021,08-DEC-20 08.00.00.000000000 PM,2020,Stade Rennes,Sevilla FC,Roazhon Park,Rennes,1,3,Away,0,0,0,0,1,0,0,0,0
mt186,2020-2021,20-OCT-20 05.55.00.000000000 PM,2020,Zenit St. Petersburg,Club Brugge KV,Gazprom Arena,St. Petersburg,1,2,Away,0,16682,0,0,1,0,0,0,0
mt187,2020-2021,20-OCT-20 08.00.00.000000000 PM,2020,Lazio Roma,Borussia Dortmund,Olimpico,Roma,3,1,Home,0,1000,0,0,1,0,0,0,0
mt188,2020-2021,28-OCT-20 08.00.00.000000000 PM,2020,Borussia Dortmund,Zenit St. Petersburg,Signal Iduna Park,Dortmund,2,0,Home,0,0,0,0,1,0,0,0,0
mt189,2020-2021,28-OCT-20 08.00.00.000000000 PM,2020,Club Brugge KV,Lazio Roma,Jan Breydel Stadion,Brugge,1,1,Draw,0,0,0,0,1,0,0,0,0
mt190,2020-2021,04-NOV-20 05.55.00.000000000 PM,2020,Zenit St. Petersburg,Lazio Roma,Gazprom Arena,St. Petersburg,1,1,Draw,0,0,0,0,1,0,0,0,0
mt191,2020-2021,04-NOV-20 08.00.00.000000000 PM,2020,Club Brugge KV,Borussia Dortmund,Jan Breydel Stadion,Brugge,0,3,Away,0,0,0,0,1,0,0,0,0
mt192,2020-2021,24-NOV-20 08.00.00.000000000 PM,2020,Borussia Dortmund,Club Brugge KV,Signal Iduna Park,Dortmund,3,0,Home,0,0,0,0,1,0,0,0,0
mt193,2020-2021,24-NOV-20 08.00.00.000000000 PM,2020,Lazio Roma,Zenit St. Petersburg,Olimpico,Roma,3,1,Home,0,0,0,0,1,0,0,0,0
mt194,2020-2021,02-DEC-20 08.00.00.000000000 PM,2020,Borussia Dortmund,Lazio Roma,Signal Iduna Park,Dortmund,1,1,Draw,0,0,0,0,1,0,0,0,0
mt195,2020-2021,02-DEC-20 08.00.00.000000000 PM,2020,Club Brugge KV,Zenit St. Petersburg,Jan Breydel Stadion,Brugge,3,0,Home,0,0,0,0,1,0,0,0,0
mt196,2020-2021,08-DEC-20 05.55.00.000000000 PM,2020,Zenit St. Petersburg,Borussia Dortmund,Gazprom Arena,St. Petersburg,1,2,Away,0,10860,0,0,1,0,0,0,0
mt197,2020-2021,08-DEC-20 05.55.00.000000000 PM,2020,Lazio Roma,Club Brugge KV,Olimpico,Roma,2,2,Draw,0,0,0,0,1,0,0,0,0
mt198,2020-2021,20-OCT-20 05.55.00.000000000 PM,2020,Dinamo Kiev,Juventus,Olimpiyskyi,Kiev,0,2,Away,0,14850,0,0,1,0,0,0,0
mt199,2020-2021,20-OCT-20 08.00.00.000000000 PM,2020,FC Barcelona,Ferencvárosi TC,Spotify Camp Nou,Barcelona,5,1,Home,0,0,0,0,1,0,0,0,0
mt200,2020-2021,28-OCT-20 08.00.00.000000000 PM,2020,Ferencvárosi TC,Dinamo Kiev,Groupama Aréna,Budapest,2,2,Draw,0,6171,0,0,1,0,0,0,0
mt201,2020-2021,28-OCT-20 08.00.00.000000000 PM,2020,Juventus,FC Barcelona,Allianz Stadium,Torino,0,2,Away,0,0,0,0,1,0,0,0,0
mt202,2020-2021,04-NOV-20 08.00.00.000000000 PM,2020,FC Barcelona,Dinamo Kiev,Spotify Camp Nou,Barcelona,2,1,Home,0,0,0,0,1,0,0,0,0
mt203,2020-2021,04-NOV-20 08.00.00.000000000 PM,2020,Ferencvárosi TC,Juventus,Puskás Aréna,Budapest,1,4,Away,0,18531,0,0,1,0,0,0,0
mt204,2020-2021,24-NOV-20 08.00.00.000000000 PM,2020,Dinamo Kiev,FC Barcelona,Olimpiyskyi,Kiev,0,4,Away,0,0,0,0,1,0,0,0,0
mt205,2020-2021,24-NOV-20 08.00.00.000000000 PM,2020,Juventus,Ferencvárosi TC,Allianz Stadium,Torino,2,1,Home,0,0,0,0,1,0,0,0,0
mt206,2020-2021,02-DEC-20 08.00.00.000000000 PM,2020,Juventus,Dinamo Kiev,Allianz Stadium,Torino,3,0,Home,0,0,0,0,1,0,0,0,0
mt207,2020-2021,02-DEC-20 08.00.00.000000000 PM,2020,Ferencvárosi TC,FC Barcelona,Groupama Aréna,Budapest,0,3,Away,0,0,0,0,1,0,0,0,0
mt208,2020-2021,08-DEC-20 08.00.00.000000000 PM,2020,Dinamo Kiev,Ferencvárosi TC,Olimpiyskyi,Kiev,1,0,Home,0,0,0,0,1,0,0,0,0
mt209,2020-2021,08-DEC-20 08.00.00.000000000 PM,2020,FC Barcelona,Juventus,Spotify Camp Nou,Barcelona,0,3,Away,0,0,0,0,1,0,0,0,0
mt210,2020-2021,20-OCT-20 08.00.00.000000000 PM,2020,RB Leipzig,İstanbul Başakşehir,Red Bull Arena,Leipzig,2,0,Home,0,999,0,0,1,0,0,0,0
mt211,2020-2021,20-OCT-20 08.00.00.000000000 PM,2020,Paris Saint-Germain,Manchester United,Parc des Princes,Paris,1,2,Away,0,0,0,0,1,0,0,0,0
mt212,2020-2021,28-OCT-20 05.55.00.000000000 PM,2020,İstanbul Başakşehir,Paris Saint-Germain,Fatih Terim Stadium,Istanbul,0,2,Away,0,350,0,0,1,0,0,0,0
mt213,2020-2021,28-OCT-20 08.00.00.000000000 PM,2020,Manchester United,RB Leipzig,Old Trafford,Manchester,5,0,Home,0,577,0,0,1,0,0,0,0
mt214,2020-2021,04-NOV-20 05.55.00.000000000 PM,2020,İstanbul Başakşehir,Manchester United,Fatih Terim Stadium,Istanbul,2,1,Home,0,350,0,0,1,0,0,0,0
mt215,2020-2021,04-NOV-20 08.00.00.000000000 PM,2020,RB Leipzig,Paris Saint-Germain,Red Bull Arena,Leipzig,2,1,Home,0,0,0,0,1,0,0,0,0
mt216,2020-2021,24-NOV-20 08.00.00.000000000 PM,2020,Manchester United,İstanbul Başakşehir,Old Trafford,Manchester,4,1,Home,0,545,0,0,1,0,0,0,0
mt217,2020-2021,24-NOV-20 08.00.00.000000000 PM,2020,Paris Saint-Germain,RB Leipzig,Parc des Princes,Paris,1,0,Home,0,0,0,0,1,0,0,0,0
mt218,2020-2021,02-DEC-20 05.55.00.000000000 PM,2020,İstanbul Başakşehir,RB Leipzig,Fatih Terim Stadium,Istanbul,3,4,Away,0,0,0,0,1,0,0,0,0
mt219,2020-2021,02-DEC-20 08.00.00.000000000 PM,2020,Manchester United,Paris Saint-Germain,Old Trafford,Manchester,1,3,Away,0,638,0,0,1,0,0,0,0
mt220,2020-2021,08-DEC-20 08.00.00.000000000 PM,2020,RB Leipzig,Manchester United,Red Bull Arena,Leipzig,3,2,Home,0,0,0,0,1,0,0,0,0
mt221,2020-2021,09-DEC-20 05.55.00.000000000 PM,2020,Paris Saint-Germain,İstanbul Başakşehir,Parc des Princes,Paris,5,1,Home,0,0,0,0,1,0,0,0,0
mt222,2020-2021,16-FEB-21 08.00.00.000000000 PM,2021,RB Leipzig,Liverpool FC,Puskás Aréna,Budapest,0,2,Away,0,0,0,1,0,0,0,0,0
mt223,2020-2021,16-FEB-21 08.00.00.000000000 PM,2021,FC Barcelona,Paris Saint-Germain,Spotify Camp Nou,Barcelona,1,4,Away,0,0,0,1,0,0,0,0,0
mt224,2020-2021,17-FEB-21 08.00.00.000000000 PM,2021,FC Porto,Juventus,Estádio do Dragão,Porto,2,1,Home,0,0,0,1,0,0,0,0,0
mt225,2020-2021,17-FEB-21 08.00.00.000000000 PM,2021,Sevilla FC,Borussia Dortmund,Ramón Sánchez Pizjuán,Sevilla,2,3,Away,0,0,0,1,0,0,0,0,0
mt226,2020-2021,23-FEB-21 08.00.00.000000000 PM,2021,Lazio Roma,Bayern München,Olimpico,Roma,1,4,Away,0,0,0,1,0,0,0,0,0
mt227,2020-2021,23-FEB-21 08.00.00.000000000 PM,2021,Atlético Madrid,Chelsea FC,Arena Națională,Bucuresti,0,1,Away,0,0,0,1,0,0,0,0,0
mt228,2020-2021,24-FEB-21 08.00.00.000000000 PM,2021,Bor. Mönchengladbach,Manchester City,Puskás Aréna,Budapest,0,2,Away,0,0,0,1,0,0,0,0,0
mt229,2020-2021,24-FEB-21 08.00.00.000000000 PM,2021,Atalanta,Real Madrid,Gewiss Stadium,Bergamo,0,1,Away,0,0,0,1,0,0,0,0,0
mt230,2020-2021,09-MAR-21 08.00.00.000000000 PM,2021,Juventus,FC Porto,Allianz Stadium,Torino,3,2,Home,0,0,0,1,0,0,0,0,0
mt231,2020-2021,09-MAR-21 08.00.00.000000000 PM,2021,Borussia Dortmund,Sevilla FC,Signal Iduna Park,Dortmund,2,2,Draw,0,0,0,1,0,0,0,0,0
mt232,2020-2021,10-MAR-21 08.00.00.000000000 PM,2021,Liverpool FC,RB Leipzig,Puskás Aréna,Budapest,2,0,Home,0,0,0,1,0,0,0,0,0
mt233,2020-2021,10-MAR-21 08.00.00.000000000 PM,2021,Paris Saint-Germain,FC Barcelona,Parc des Princes,Paris,1,1,Draw,0,0,0,1,0,0,0,0,0
mt234,2020-2021,16-MAR-21 08.00.00.000000000 PM,2021,Manchester City,Bor. Mönchengladbach,Puskás Aréna,Budapest,2,0,Home,0,0,0,1,0,0,0,0,0
mt235,2020-2021,16-MAR-21 08.00.00.000000000 PM,2021,Real Madrid,Atalanta,Alfredo Di Stéfano,Madrid,3,1,Home,0,0,0,1,0,0,0,0,0
mt236,2020-2021,17-MAR-21 08.00.00.000000000 PM,2021,Bayern München,Lazio Roma,Allianz Arena,München,2,1,Home,0,0,0,1,0,0,0,0,0
mt237,2020-2021,17-MAR-21 08.00.00.000000000 PM,2021,Chelsea FC,Atlético Madrid,Stamford Bridge,London,2,0,Home,0,0,0,1,0,0,0,0,0
mt238,2020-2021,06-APR-21 08.00.00.000000000 PM,2021,Manchester City,Borussia Dortmund,Etihad Stadium,Manchester,2,1,Home,0,0,0,1,0,0,0,0,0
mt239,2020-2021,06-APR-21 08.00.00.000000000 PM,2021,Real Madrid,Liverpool FC,Alfredo Di Stéfano,Madrid,3,1,Home,0,0,0,1,0,0,0,0,0
mt240,2020-2021,07-APR-21 08.00.00.000000000 PM,2021,FC Porto,Chelsea FC,Ramón Sánchez Pizjuán,Sevilla,0,2,Away,0,0,0,1,0,0,0,0,0
mt241,2020-2021,07-APR-21 08.00.00.000000000 PM,2021,Bayern München,Paris Saint-Germain,Allianz Arena,München,2,3,Away,0,0,0,1,0,0,0,0,0
mt242,2020-2021,13-APR-21 08.00.00.000000000 PM,2021,Chelsea FC,FC Porto,Ramón Sánchez Pizjuán,Sevilla,0,1,Away,0,0,0,1,0,0,0,0,0
mt243,2020-2021,13-APR-21 08.00.00.000000000 PM,2021,Paris Saint-Germain,Bayern München,Parc des Princes,Paris,0,1,Away,0,0,0,1,0,0,0,0,0
mt244,2020-2021,14-APR-21 08.00.00.000000000 PM,2021,Borussia Dortmund,Manchester City,Signal Iduna Park,Dortmund,1,2,Away,0,0,0,1,0,0,0,0,0
mt245,2020-2021,14-APR-21 08.00.00.000000000 PM,2021,Liverpool FC,Real Madrid,Anfield,Liverpool,0,0,Draw,0,0,0,1,0,0,0,0,0
mt246,2020-2021,27-APR-21 08.00.00.000000000 PM,2021,Real Madrid,Chelsea FC,Alfredo Di Stéfano,Madrid,1,1,Draw,0,0,0,1,0,0,0,0,0
mt247,2020-2021,28-APR-21 08.00.00.000000000 PM,2021,Paris Saint-Germain,Manchester City,Parc des Princes,Paris,1,2,Away,0,0,0,1,0,0,0,0,0
mt248,2020-2021,04-MAY-21 08.00.00.000000000 PM,2021,Manchester City,Paris Saint-Germain,Etihad Stadium,Manchester,2,0,Home,0,0,0,1,0,0,0,0,0
mt249,2020-2021,05-MAY-21 08.00.00.000000000 PM,2021,Chelsea FC,Real Madrid,Stamford Bridge,London,2,0,Home,0,0,0,1,0,0,0,0,0
mt250,2020-2021,29-MAY-21 08.00.00.000000000 PM,2021,Manchester City,Chelsea FC,Estádio do Dragão,Porto,0,1,Away,0,14110,0,1,0,0,0,0,0
mt251,2019-2020,18-SEP-19 05.55.00.000000000 PM,2019,Club Brugge KV,Galatasaray,Jan Breydel Stadion,Brugge,0,0,Draw,0,26616,0,0,0,1,0,0,0
mt252,2019-2020,18-SEP-19 08.00.00.000000000 PM,2019,Paris Saint-Germain,Real Madrid,Parc des Princes,Paris,3,0,Home,0,46361,0,0,0,1,0,0,0
mt253,2019-2020,01-OCT-19 05.55.00.000000000 PM,2019,Real Madrid,Club Brugge KV,Santiago Bernabéu,Madrid,2,2,Draw,0,65112,0,0,0,1,0,0,0
mt254,2019-2020,01-OCT-19 08.00.00.000000000 PM,2019,Galatasaray,Paris Saint-Germain,Nef Stadyumu,Istanbul,0,1,Away,0,46532,0,0,0,1,0,0,0
mt255,2019-2020,22-OCT-19 08.00.00.000000000 PM,2019,Club Brugge KV,Paris Saint-Germain,Jan Breydel Stadion,Brugge,0,5,Away,0,26946,0,0,0,1,0,0,0
mt256,2019-2020,22-OCT-19 08.00.00.000000000 PM,2019,Galatasaray,Real Madrid,Nef Stadyumu,Istanbul,0,1,Away,0,48886,0,0,0,1,0,0,0
mt257,2019-2020,06-NOV-19 08.00.00.000000000 PM,2019,Paris Saint-Germain,Club Brugge KV,Parc des Princes,Paris,1,0,Home,0,47418,0,0,0,1,0,0,0
mt258,2019-2020,06-NOV-19 08.00.00.000000000 PM,2019,Real Madrid,Galatasaray,Santiago Bernabéu,Madrid,6,0,Home,0,65492,0,0,0,1,0,0,0
mt259,2019-2020,26-NOV-19 05.55.00.000000000 PM,2019,Galatasaray,Club Brugge KV,Nef Stadyumu,Istanbul,1,1,Draw,0,34500,0,0,0,1,0,0,0
mt260,2019-2020,26-NOV-19 08.00.00.000000000 PM,2019,Real Madrid,Paris Saint-Germain,Santiago Bernabéu,Madrid,2,2,Draw,0,75534,0,0,0,1,0,0,0
mt261,2019-2020,11-DEC-19 08.00.00.000000000 PM,2019,Paris Saint-Germain,Galatasaray,Parc des Princes,Paris,5,0,Home,0,46509,0,0,0,1,0,0,0
mt262,2019-2020,11-DEC-19 08.00.00.000000000 PM,2019,Club Brugge KV,Real Madrid,Jan Breydel Stadion,Brugge,1,3,Away,0,27308,0,0,0,1,0,0,0
mt263,2019-2020,18-SEP-19 05.55.00.000000000 PM,2019,Olympiakos Piraeus,Tottenham Hotspur,Georgios Karaiskakis,Piräus,2,2,Draw,0,31001,0,0,0,1,0,0,0
mt264,2019-2020,18-SEP-19 08.00.00.000000000 PM,2019,Bayern München,Crvena Zvezda,Allianz Arena,München,3,0,Home,0,70000,0,0,0,1,0,0,0
mt265,2019-2020,01-OCT-19 08.00.00.000000000 PM,2019,Tottenham Hotspur,Bayern München,Tottenham Hotspur Stadium,London,2,7,Away,0,60127,0,0,0,1,0,0,0
mt266,2019-2020,01-OCT-19 08.00.00.000000000 PM,2019,Crvena Zvezda,Olympiakos Piraeus,Marakana,Beograd,3,1,Home,0,43291,0,0,0,1,0,0,0
mt267,2019-2020,22-OCT-19 08.00.00.000000000 PM,2019,Tottenham Hotspur,Crvena Zvezda,Tottenham Hotspur Stadium,London,5,0,Home,0,51743,0,0,0,1,0,0,0
mt268,2019-2020,22-OCT-19 08.00.00.000000000 PM,2019,Olympiakos Piraeus,Bayern München,Georgios Karaiskakis,Piräus,2,3,Away,0,31670,0,0,0,1,0,0,0
mt269,2019-2020,06-NOV-19 05.55.00.000000000 PM,2019,Bayern München,Olympiakos Piraeus,Allianz Arena,München,2,0,Home,0,63646,0,0,0,1,0,0,0
mt270,2019-2020,06-NOV-19 08.00.00.000000000 PM,2019,Crvena Zvezda,Tottenham Hotspur,Marakana,Beograd,0,4,Away,0,42381,0,0,0,1,0,0,0
mt271,2019-2020,26-NOV-19 08.00.00.000000000 PM,2019,Tottenham Hotspur,Olympiakos Piraeus,Tottenham Hotspur Stadium,London,4,2,Home,0,57024,0,0,0,1,0,0,0
mt272,2019-2020,26-NOV-19 08.00.00.000000000 PM,2019,Crvena Zvezda,Bayern München,Marakana,Beograd,0,6,Away,0,44118,0,0,0,1,0,0,0
mt273,2019-2020,11-DEC-19 08.00.00.000000000 PM,2019,Bayern München,Tottenham Hotspur,Allianz Arena,München,3,1,Home,0,66353,0,0,0,1,0,0,0
mt274,2019-2020,11-DEC-19 08.00.00.000000000 PM,2019,Olympiakos Piraeus,Crvena Zvezda,Georgios Karaiskakis,Piräus,1,0,Home,0,31898,0,0,0,1,0,0,0
mt275,2019-2020,18-SEP-19 08.00.00.000000000 PM,2019,Shakhtar Donetsk,Manchester City,Metalist Stadion,Kharkiv,0,3,Away,0,36675,0,0,0,1,0,0,0
mt276,2019-2020,18-SEP-19 08.00.00.000000000 PM,2019,Dinamo Zagreb,Atalanta,Maksimir,Zagreb,4,0,Home,0,28863,0,0,0,1,0,0,0
mt277,2019-2020,01-OCT-19 05.55.00.000000000 PM,2019,Atalanta,Shakhtar Donetsk,Giuseppe Meazza,Milano,1,2,Away,0,26022,0,0,0,1,0,0,0
mt278,2019-2020,01-OCT-19 08.00.00.000000000 PM,2019,Manchester City,Dinamo Zagreb,Etihad Stadium,Manchester,2,0,Home,0,49046,0,0,0,1,0,0,0
mt279,2019-2020,22-OCT-19 05.55.00.000000000 PM,2019,Shakhtar Donetsk,Dinamo Zagreb,Metalist Stadion,Kharkiv,2,2,Draw,0,21526,0,0,0,1,0,0,0
mt280,2019-2020,22-OCT-19 08.00.00.000000000 PM,2019,Manchester City,Atalanta,Etihad Stadium,Manchester,5,1,Home,0,49308,0,0,0,1,0,0,0
mt281,2019-2020,06-NOV-19 08.00.00.000000000 PM,2019,Dinamo Zagreb,Shakhtar Donetsk,Maksimir,Zagreb,3,3,Draw,0,28316,0,0,0,1,0,0,0
mt282,2019-2020,06-NOV-19 08.00.00.000000000 PM,2019,Atalanta,Manchester City,Giuseppe Meazza,Milano,1,1,Draw,0,34326,0,0,0,1,0,0,0
mt283,2019-2020,26-NOV-19 08.00.00.000000000 PM,2019,Manchester City,Shakhtar Donetsk,Etihad Stadium,Manchester,1,1,Draw,0,52020,0,0,0,1,0,0,0
mt284,2019-2020,26-NOV-19 08.00.00.000000000 PM,2019,Atalanta,Dinamo Zagreb,Giuseppe Meazza,Milano,2,0,Home,0,28365,0,0,0,1,0,0,0
mt285,2019-2020,11-DEC-19 05.55.00.000000000 PM,2019,Shakhtar Donetsk,Atalanta,Metalist Stadion,Kharkiv,0,3,Away,0,26536,0,0,0,1,0,0,0
mt286,2019-2020,11-DEC-19 05.55.00.000000000 PM,2019,Dinamo Zagreb,Manchester City,Maksimir,Zagreb,1,4,Away,0,29385,0,0,0,1,0,0,0
mt287,2019-2020,18-SEP-19 08.00.00.000000000 PM,2019,Atlético Madrid,Juventus,Wanda Metropolitano,Madrid,2,2,Draw,0,66283,0,0,0,1,0,0,0
mt288,2019-2020,18-SEP-19 08.00.00.000000000 PM,2019,Bayer Leverkusen,Lokomotiv Moskva,BayArena,Leverkusen,1,2,Away,0,26592,0,0,0,1,0,0,0
mt289,2019-2020,01-OCT-19 08.00.00.000000000 PM,2019,Juventus,Bayer Leverkusen,Allianz Stadium,Torino,3,0,Home,0,34525,0,0,0,1,0,0,0
mt290,2019-2020,01-OCT-19 08.00.00.000000000 PM,2019,Lokomotiv Moskva,Atlético Madrid,RŽD-Arena,Moskva,0,2,Away,0,27051,0,0,0,1,0,0,0
mt291,2019-2020,22-OCT-19 05.55.00.000000000 PM,2019,Atlético Madrid,Bayer Leverkusen,Wanda Metropolitano,Madrid,1,0,Home,0,56776,0,0,0,1,0,0,0
mt292,2019-2020,22-OCT-19 08.00.00.000000000 PM,2019,Juventus,Lokomotiv Moskva,Allianz Stadium,Torino,2,1,Home,0,38547,0,0,0,1,0,0,0
mt293,2019-2020,06-NOV-19 05.55.00.000000000 PM,2019,Lokomotiv Moskva,Juventus,RŽD-Arena,Moskva,1,2,Away,0,26861,0,0,0,1,0,0,0
mt294,2019-2020,06-NOV-19 08.00.00.000000000 PM,2019,Bayer Leverkusen,Atlético Madrid,BayArena,Leverkusen,2,1,Home,0,28160,0,0,0,1,0,0,0
mt295,2019-2020,26-NOV-19 05.55.00.000000000 PM,2019,Lokomotiv Moskva,Bayer Leverkusen,RŽD-Arena,Moskva,0,2,Away,0,25757,0,0,0,1,0,0,0
mt296,2019-2020,26-NOV-19 08.00.00.000000000 PM,2019,Juventus,Atlético Madrid,Allianz Stadium,Torino,1,0,Home,0,40486,0,0,0,1,0,0,0
mt297,2019-2020,11-DEC-19 08.00.00.000000000 PM,2019,Atlético Madrid,Lokomotiv Moskva,Wanda Metropolitano,Madrid,2,0,Home,0,58426,0,0,0,1,0,0,0
mt298,2019-2020,11-DEC-19 08.00.00.000000000 PM,2019,Bayer Leverkusen,Juventus,BayArena,Leverkusen,0,2,Away,0,29542,0,0,0,1,0,0,0
mt299,2019-2020,17-SEP-19 08.00.00.000000000 PM,2019,SSC Napoli,Liverpool FC,Diego Maradona,Napoli,2,0,Home,0,38878,0,0,0,1,0,0,0
mt300,2019-2020,17-SEP-19 08.00.00.000000000 PM,2019,RB Salzburg,KRC Genk,Red Bull Arena,Leipzig,6,2,Home,0,29520,0,0,0,1,0,0,0
mt301,2019-2020,02-OCT-19 05.55.00.000000000 PM,2019,KRC Genk,SSC Napoli,Cegeka Arena,Genk,0,0,Draw,0,19962,0,0,0,1,0,0,0
